Año_22,Año_23,Año_24,Año_25,Año_26
271176262.79520446,84803236.99999997,34597254.0,73180763.0,40598003.11143046
17780024.25628174,16638835.642531704,16723067.689167125,13870666.08335407,12592871.757131398
50327182.0,46723413.0,38845851.0,45001866.0,30951144.0
62791640.0,78634302.11219497,112496689.4090909,112006031.82608695,79875421.0
94405402.0,80220956.0,165404395.0,126580213.81455505,136392944.2827975
106163922.27479151,66704798.327762514,105664137.51019031,133340568.54764077,110790535.50410074
25772323.760115556,30363118.620299563,39951411.98600439,55792783.0,45521941.10147501
298483608.0,214576212.0,232804564.0,400501156.0,296338137.0
126013745.0,194871537.52380952,73035960.0,116485537.86546093,122492117.03439048
301797.0,186485.0,338206.0,746067.0,382166.45595551876
115869481.9840408,130908789.88588396,127246573.50642775,112940190.36120813,90965500.59560199
258080487.2359493,266494855.76698482,265408145.6141997,160743190.9794199,191561021.13146347
673488577.0,1078693766.2410247,1153809369.50788,1295405813.3619182,1023933798.2916665
126924580.0,130380466.0,167717016.0,193212692.0,178283428.0
9325236250.0,8502753851.0,9544174669.0,9895574472.0,8057306686.0
248246994.9136269,455549752.1542876,516679144.52188116,595633412.3966894,592381080.465528
153294752.0,161465244.0,173886704.0,186790798.0,140607108.0
1389101890.0,1142343162.0,1283643293.0,1807458290.0,1479681396.0
645069034.25,508035034.0,646054201.6363636,633550257.826087,500611071.0
827382844.0,1161075983.7142856,1323510233.3636363,1418614168.6086957,1730258536.9166667
1210179336.0,1340128773.0,1381935486.0,1384951432.0,1373484313.0
736939020.4751391,552232618.2380952,555509924.7727273,612919690.826087,664636880.4166666
412139089.9992583,431826315.26471245,451212165.7784001,459506480.3161923,454315457.45011336
1426319742.0,1408533742.0,1509326446.0,1554558721.0,1689637630.0
2543126613.45,2366316266.0,2403114993.0,2873614064.478261,2630614478.375
512559650.0,317483746.0,282729980.0,271503076.0,303741313.0
40307143181.25,37781369180.7619,42923374058.13636,49186963257.391304,49433912555.541664
50683231.9,46700178.047619045,63733864.78030874,61870362.90175362,76517806.20047802
652793581.35,440119895.0,446802990.0,441332221.0,448096986.0
9667595437.15,10322178840.428572,11067041559.40909,12231190225.0,10653176248.875
821938103.0,925012560.0,1088364350.4545455,947639753.0,861312392.0
20893099.0,20405152.0,33234729.0,35700019.0,30352194.0
1658333847.0,1500714226.0,1865274518.0,1892011130.0,1748852113.0
469539605.36136156,466732771.73270434,546142594.2499446,660900420.5207781,739090758.0
2613773330.0,2497539095.0,2906527486.0,3111492062.0,3002412545.0
5760820226.0,5301999608.0,5740831217.0,5885587958.0,5521183189.0
959630099.0,791417592.8782338,721737792.0178853,928265555.9885386,612538738.7974602
3601295903.0,3076389135.0,2649521665.0,2956823552.0,2551920125.0
3591222855.01785,3034940953.857143,4170691229.033827,3754374159.7103977,4068914764.030127
1248760541.35,1688361453.095238,1095315833.0,1112619236.0,1000476681.0
30431906.8095238,31379507.318181816,31586545.086956523,31919075.16666668,31211999.56
478207376.0,477132306.0,526029814.0,499163946.0,490878542.0
3959565814.0,3948710139.0,4499098480.136364,4869876359.347826,4603335166.416667
12221660153.0,14326718377.0,16350514284.0,17176055962.0,13891865627.0
11255035441.75,7263178760.0,951436121.3828125,16427769507.597244,19952252454.312965
1520890215.05,1536835196.7619047,1815112144.909091,1926879257.652174,1747179057.375
9209118200.203535,5800676897.0,7171521489.0,8134126012.0,6488878707.0
-956916765.9848866,1524826.2577519598,413087523.0655223,262269622.16517964,274294096.29907846
2127832632.0499997,2324980836.714286,2583303981.590909,3222432401.2608695,3205906092.2916665
277838503.0,188425889.0,240124821.0,284351342.0,240255824.0
5778071069.0,5696468461.0,6217451998.0,6279592944.0,5681643500.0
168400264.0,265390450.28571427,242189273.0,263219265.4905651,207854763.0
454880933.99999994,467504107.0,432535003.0,440449749.0,413009615.0
596026110.1,580064251.2380953,731584535.0679809,626127080.0746684,799766048.821924
108637489.49513549,119695504.2792494,152758975.17945087,233614441.81860453,155595829.0
79203418.8,127436427.38015135,128750863.8654787,116514437.89478168,120459491.13642833
224795483.48607624,117103593.0,214186098.0,142836208.0,223307077.0
348357029.9818943,329351925.84418523,358240658.00564456,400628842.8562428,354195035.2425749
0.0,0.0,0.0,0.0,0.0
7186765749.0,5449557526.0,6987606106.0,9412655132.0,8025644497.0
1337761523.0,1467693559.0,1658365991.0,1854319653.0,1738738550.0
10290724670.55,10908736541.619047,10754477939.40909,11050428253.565218,9712871721.333334
554144230.5100155,684803933.0952381,661158633.567527,648174869.0020165,736951309.2370536
24667344847.0,22068330443.0,24472137607.0,25268492251.0,26033086379.0
2746627355.0,2679020791.0,3204752631.0,3761580785.0,3445416706.0
843151225.3255591,763956240.1904641,860136286.6706598,783178777.7975184,690063284.6874683
81734890.0,107423375.0,102684127.0,79005845.0,87958793.0
24104198.0,14234823.0,14825500.0,14728989.0,13612230.0
55152299.0,30412062.0,40347798.0,32051094.0,29859090.990082934
2470765313.0000005,2570202362.0,2731563490.0,2933401078.0,2939097082.0
564915004.3069354,263556342.78124863,634779363.5756185,835581289.9470787,944830105.0058436
143890228.39661404,105514643.600221,134962587.8073861,197560475.9573283,153595974.55704302
263036795.08930665,204412857.8514679,267497849.95239198,221898092.95529494,220621243.7561138
8163197229.65,7579715133.047619,8453778748.590909,7883225896.608696,6452824119.0
68536089.65331493,71475908.84079602,69570531.92297599,106548815.0,90408213.44743505
2626165791.4288473,2558107454.909965,3053310875.557437,2835853808.262413,3036836207.6931868
10060964.96532622,10835169.91938649,9664403.930359166,12633355.23910034,8903039.963968601
6630508669.75,7107442435.571428,8281803313.454545,9325436307.086956,8773556093.958332
63790202801.0,65441062883.0,69852897090.0,77299385087.82608,70987915313.0
571747194.0,589044377.0,656831296.0,759837314.0,695651516.0
26227163.83215909,22499699.43067237,17590086.455550537,19689017.12470898,22568731.884338688
2283596659.2,2540741655.6666665,2681966004.0,2817908179.695652,2716727430.375
395920619.82255244,432436093.17512643,449931536.28163755,491344001.05169713,468284178.40579784
3876218365.0,4050325252.0,4363044842.0,4763767800.0,4508202518.0
2454335233.0,2437154328.0,2412535812.0,2677152255.0,2380622601.0
307851566.4235402,322464438.3587542,326534937.75014424,383748127.57591724,353168865.93556297
43047809.471935466,33787552.63774473,37031856.03074692,44898107.076326564,43417188.03375827
355804272.2890451,348848235.6495549,401952075.6338784,453223763.96370965,471623171.4593153
472344817.0,418370303.0,439360334.12058765,487089093.1293326,470063150.14685535
11177981.778414756,42806305.44171705,65856818.04326463,154599019.76936987,78672084.39999999
89562864.91568549,81140419.42067021,78965067.49138537,122513347.32509792,89970019.45464431
9517043687.0,9829556280.0,10758376444.0,12111356912.0,11715385314.0
1095791240.1749108,1038366898.0120019,1152462697.1744802,1195642555.1634617,1118963253.781028
881009965.0,840001980.0,959292384.0,1076488463.0,864462980.0
392744645.5879868,335838201.04761904,313905836.3181818,293704490.26086956,237439419.0
166504153.65434062,134550665.19171456,127833815.04331121,142726804.91481358,137441874.05499566
197925856.1948763,68158276.35302478,290706951.31471205,87898457.0911836,241158802.20278442
5428231675.0,5649991735.0,6426303495.0,7510290926.869565,6898907642.0
284733994.8555326,251689710.64043686,285185047.53051716,315640963.803324,330684856.97974575
16663713.479243401,18655481.62733924,19418045.1612494,32366004.0,24157735.999612346
29348586.105243012,28715402.0,35099436.65559633,34394239.01507161,40492741.84058181
143658389.35883632,93269256.77088688,83960737.7544492,105886867.17857224,108617385.74221781
3564846791.05,3615209457.714286,4394902738.772727,5346439915.652174,5579066268.041667
311292218.5574425,339423003.2905947,439659682.2987232,889102407.0825757,599357654.0
1723227968.403048,1592093238.5614972,1712918023.2874298,1880285314.9066477,1654083159.5982182
412754725.5518493,981538475.9429957,1666381718.429127,3216689580.3463154,2764631073.143324
114580633.2059309,161844951.51073453,92420265.6851673,126550427.76275276,86482221.17617565
176744.03574210347,172790.68227832505,240704.32481708922,266953.0277131195,77775.53837533657
128407332.61904757,127836651.81818181,128170732.6521739,133299329.66666672,153228831.77868062
1213267991.0,1150311929.0,1359323637.0,1515371903.0,1527244424.0
234590226.0,226582590.0,225940438.0,264135160.0,260192883.0
1084062433.6000001,1109595299.8095238,1187544591.7727273,1246620065.826087,1222739911.0
3992964061.0,3775051223.0,4347224982.181818,3549527819.0,5727632298.0
1446008355.962502,2448080211.7511816,4142499521.648673,2808453234.347826,2309492450.21484
89962609.6707202,79936320.50927234,71724715.10404257,78526599.998662,112649897.48988152
3590058109.9,3430867257.4761906,3207076267.5454545,3371161988.5652175,1810349176.0
307205427.52312446,385709305.4286787,362125022.9653294,352909254.9359013,376162085.0
835261697.0,653977216.0,945666183.0,708571844.0,871401509.0
1799643420.0,1718101375.0,1948574318.0,2483339551.0,3230202305.6666665
807855336.3155185,190199769.72072846,413434779.14451575,341802914.0,368143396.30130106
2932102915.0,3139913698.0,3086344980.0,3098598888.0,3019610886.0
2430438666.0,2414482699.0,2697651190.0,2907121161.0,2419255287.0
5696931426.4,6134451384.238095,6783814441.045455,4582671872.0,6060983492.377673
529996958.4989282,520285465.14585763,465460483.2463983,641738445.6747744,288042830.54986334
16349122166.45,14806842487.619047,15911853220.363636,17318496665.130436,18353861632.583332
316015339.0,270411496.0,342710547.0,306609912.07367957,365654441.9754036
3724544114.55,3939855249.714286,4312465522.636364,4483027656.26087,4295685101.958334
45251596451.0,45884477449.0,49730248695.0,52240912416.0,51633209266.0
1240625920.0,1427466612.0,1561335940.0,1800599297.0,1821615108.0
260551325.0,230561505.0,258614855.0,272849482.0,267839282.53036797
7293188143.0,9279317912.52381,9694309789.454546,10187183802.652174,9553553332.666666
1574153858.0,1780579447.0,2079188738.0,2150606097.0,2184184577.0
33568432095.0,33134585827.0,36480884833.0,40305606518.0,38312927158.0
17703456663.0,15699250174.0,17722546183.0,18948069205.0,16787574098.103107
1505083628.4174163,1187050509.3917904,908062849.0,1109432556.0,901881231.0
1043190513.0,1027912446.0,1155314324.0,1168631822.0,1015035961.0
4993228761.0,5339122790.0,6221117772.706468,6935034225.542898,6681189948.598876
13510070112.0,15260434569.0,14799575166.0,21851921488.913044,16622810198.0
26510468.097937904,59153014.91350218,52764671.33879941,39056402.57273299,3855894.6631090743
1949103474.0,2094688126.0,2401385979.0,1709032456.2430103,1348649043.9626343
14986249233.0,14963677312.0,15239069908.0,15722824667.0,16349161926.583334
5222130075.649413,5738654534.831576,5899481531.753943,6635162925.034191,7238818046.122582
2000331383.0,2406535952.0,2769314303.0,3305527824.173913,2651311340.0
1631558248.13567,1840312394.857143,1914511064.9810307,2012794323.3913043,1802542669.9583333
914505536.0,960623876.0,1093110411.0,1083508733.0,1032705224.0
131058911.36003573,49836341.0,100348054.84960756,114310101.50734276,110410873.9719437
49101950953.0,48481267646.0,54848790614.0,61268619123.0,59252498864.0
4790084746.0,3779415520.0,4659890705.0,6257809329.0,4009984586.9999995
204607307.8388233,172705865.70036522,199731375.05628464,221920857.34304547,188714929.56913105
519062545.4430321,548865140.8315791,558836407.7082033,561096744.5856904,532424657.827903
226718026.9993561,280138578.4524737,274495203.8013635,203950598.07416284,208450465.02228495
4890490087.185568,4348564738.285714,4597879708.926267,6312731911.739131,6135824625.208333
1237660538.0,1315267306.0,1412341887.0,1691844883.0,1483772039.0
1122602364.3624136,1187112159.5816877,1361393262.1309836,1441252168.7058487,1392778354.0585144
8734102400.40947,6621663922.0,7818368534.0,9050561618.0,6760788929.0
1024516799.0,1166183951.0,1344913030.0,1801656678.0,1538883973.0
5211948.666666665,5307538.318181817,5500908.0,5202317.925574751,4820112.758969408
1821585916.3247826,4797643725.238095,4658720649.545454,4826955021.130435,3400929015.0
5853604854.0,6334571021.0,6530023421.0,6550089717.0,6284422666.0
1540383478.0,1447687940.0,1381566845.0,1488019327.0,1451869697.0
3090616862.413721,2940887546.428575,3498885059.1810164,4168000068.92928,3340148085.6899047
34988001570.35,32857841487.190475,30520281628.136364,32065271659.086956,35390686368.333336
1448990268.55665,1778177832.757545,1607954595.0215144,1499809917.2027721,1845921922.7030015
2190718474.0,2254308323.0,2446507264.0,2396590844.0,2706364669.0
795028967.7358555,608787762.3333334,800404387.5909091,1119385574.7674832,1096573611.5424583
384760742.5197645,413846117.71204984,583529458.0,572487922.8975338,626104549.8939836
545125138.65,639676257.0,1085490115.0143623,673325302.0,635876332.0
54514361.89153947,66066082.6562821,73258574.67071454,81271203.80335721,92646986.0870438
165145096.1,182978245.14285713,250661103.4545455,223584358.08695653,220269231.83333334
1059950899.5035965,1200131237.1755035,1461624457.1371837,1853460954.1875305,1298366438.97786
729136349.8428718,668751869.8827802,560962810.0,502549559.0,795748294.6907907
148757380.69225368,158036924.89062992,198403215.13239577,188445404.18648794,183164737.47251898
5942697.047619046,6358052.045454545,7321681.173913043,8244794.833333336,28859970.0252813
15059665425.802841,16671763704.262602,16313632526.546358,19670321035.828465,18865719512.80799
577592.9999999998,561477.2272727272,588138.8260869565,757224.166666667,997376.6445264716
46305347.75,44340552.809523806,34628033.0,55954980.82608695,45677255.634978116
737339105.4,807126498.4285715,851236345.1363636,1018221298.826087,984138004.8320113
49849267.0,59780941.0,65378167.0,82938425.37812504,68161964.0
49553351.931031585,61089073.64412347,68824425.4674159,100588523.09983765,112165672.177549
116013521.72011162,133996812.46171394,180749812.56594145,151329754.10758573,235190085.45833334
80852402.13226405,118000664.85151517,92974068.85447921,148005165.67943332,132255668.4499023
246553479.11487475,260569303.86503106,197740439.60409206,262641416.13409778,221170926.87896317
204695550.0,268644213.57377964,303676164.0,430001009.95179397,602825933.213299
2180507893.591924,2119156364.7852268,1841456236.588441,1481283899.8605533,1742929475.489917
1258245607.8702493,1445884041.4647167,1882438201.3983788,1713129875.0596712,2037397475.797749
5748083272.85,5889194236.476191,7490541168.545456,9079760823.826088,8543029093.416668
9559258.634940572,9768883.71424753,36976737.91531056,17903971.242046908,28233032.709709816
-12891675.98122784,105015105.27786878,78043997.22062388,84017979.0641143,-869241.9086876139
307690.19047619036,327886.0909090909,326021.4782608695,312437.25000000006,299939.76
546932735.0,494026856.09994704,900650143.9360503,910071380.9130435,614301768.0
1431894144.9,1641779338.5238094,1805314275.090909,1620553561.173913,1466151179.5833333
1211003407.0,1158421215.0,1276319334.0,1238299366.0,1282341969.0
5440391.172685189,5172751.846130738,5701794.095947205,5684975.543478007,7220727.624923394
1053495425.0,1240818239.0,1590949167.909091,2328114358.9565215,2444930093.5
17697022.9047619,16892612.77272727,40184488.565821365,15523870.666666672,16882212.240000002
210900118.0,224300120.0,393382176.77272725,353334333.30495924,311299405.3137969
16875112.619047612,16839447.363636363,26901298.227286186,36069575.136232585,39467373.91799258
149966422.0,151772271.0,223630153.7018959,227680549.45158213,316459843.3313638
707273426.0,656160289.0,646403809.0,783824802.0,790699181.0
16015056.69282272,19617059.462393753,12145360.10072933,13543695.138582734,16444807.224561369
23182391.0,31244256.0,46691072.0,75990326.39130434,63599857.0
9045129.617219945,8551087.873155663,9087822.917861024,16547536.723536711,19092498.1472113
21499910.531459004,16138802.695831578,11289335.956521738,11460506.833333336,11649264.08
475103955.0,960722256.9255538,607099657.0331974,697422003.1484425,1415275706.374863
512064641.1247636,468604126.1652464,495510526.2101472,563643195.6557057,588806898.775911
9843546.333333328,9396112.409090906,8987585.782608695,8722653.833333336,8373747.680000001
3309102145.95,2415886434.770485,3172919548.0899444,3553639725.0792975,2804736841.6473055
40402264.87019583,62531204.066641286,58223881.06586734,57497894.85480991,57612957.49038173
858647999.0,939653084.0,1256364758.0,1196548596.0,972975839.0
245788543.38910493,246863474.45809993,363489069.45454544,556687643.249957,444770308.25
900076254.9683461,1129323306.382584,1368675293.955944,1784007749.761722,2821586412.080333
636011244.75,581091919.0476191,939401637.0055856,580837488.5922235,976160614.11768
99988996.95,126595538.71428572,187316059.41627118,329864661.00000006,224610097.25
346208760.64096785,286544480.7085984,194370786.68245593,312103875.3887223,353194468.12278396
10231017459.0,9078916070.0,9392035834.0,11334270770.0,10558988301.0
891211996.9856926,789488662.6174612,1016230581.7457795,1019669872.430725,868453512.2825624
687354351.0,629738749.0,793218886.0,1020434018.2367266,842169534.0
1773340437.0000002,1831926424.0,2227526416.0,2465901058.0,2142276079.0
183024468.95,103338378.0,131899989.0,178729191.0,156611715.8042297
1802420993.0,1545772932.0,1340306453.0,1715566928.0,1722284151.0
2073041510.0,1940354915.0,2178131466.0,2658180113.2173915,2651185726.125
3130219287.0,3002022161.0,3536666401.0,3451786252.0,3232987659.0
28331437903.45,21627871235.0,30274705338.772728,34624955884.91304,36223886836.833336
1220335099.0,975966830.0,1428422248.0,1743532392.4782605,1507958801.0
302479294.0,286662889.0,320022350.0,373446887.4347826,399560804.5833333
11053046779.0,9535598577.0,9683139601.0,11273512978.0,11474193380.0
502891204.00000006,366079222.0,404467612.0,350810277.0,451319403.0
93560757.0,99485745.0,128025290.0,248226060.0,236508526.0
3025099999.0,2484524036.0,2831771921.0,2863826666.0,2909113559.0
504369799.0,406753073.0,390478464.0,365018629.4010984,403200708.12343425
5307909072.0,4757578735.0,4717706242.0,5331933174.0,4611180029.0
3388980363.25,2547675909.0,2218367490.0546775,2637782040.4854636,2427547707.3814363
799556801.8013101,585954461.959083,659786229.8618642,778526255.0548158,704273317.0166045
1162057096.0,1082923006.0,1203977082.0,1143826817.0,1024616365.0
3112397567.9999995,2296142809.0,2859304678.0,3573803517.0,4108590337.0
359832953.0,272184795.5136073,352225191.14359426,463386437.7119435,377865389.7281632
4453878.684185068,69689612.52806523,27756292.603764012,26072090.049744885,88804633.04840702
813984882.3957897,736445159.5062728,861323370.9643109,970450399.7473527,1121711258.3464034
4288514028.9999995,3541347342.0,4287672851.0,4574557679.0,4439707665.0
3966104314.0,2819428855.0,3389053191.0,4005965315.0,3788022797.0
5511392765.0,4460489216.0,5503254586.0,4859037167.0,4741084657.0
3671764715.0,2944345325.0,3652069640.0,4362759188.0,4218163200.0
1015027904.0,796435908.0,1001584814.0,1045976460.0,997058040.0
3866268034.0,1070956105.0,683841160.0,2161497220.3525224,256351951.13368285
3640750993.6609707,3378915225.0996532,3352726254.8971157,2302056262.29706,2995605635.198006
1074112255.4829104,480850156.0,518365817.0,467073674.0,536783463.0
40068324.38413302,58040481.991186194,50841602.07490735,59466336.68397565,52812154.58500495
55662468.14756211,37047660.722596034,45466470.709246516,55180603.44352764,66902230.97155431
220358671.05386722,140565069.0,173860093.50705698,217907293.44286865,229664783.6996023
401393401.0,364649513.0,416764439.0,496751934.0,439172368.0
647415225.0,582737862.0,1032320754.0,1071164912.0,804057462.0
235395224.57991958,293344924.3386223,238111856.0,231360745.0,236010396.0
1896222572.0,2265299202.0,2488165872.0,2721961034.257228,2924752725.1330543
1475360610.0,999402228.0,1462043123.0,1773971497.0,1810849755.0
479999.09523809515,499255.18181818177,499096.5217391304,478300.8333333335,477374.04000000004
745472526.0,576102018.0,841708929.0,834795765.0,1346484463.0
846548816.0,778761483.0,862485012.5779891,907019092.1813335,978493777.9104673
1400845210.112573,1579419842.921831,1324690296.0,1476941567.0,1408785158.0
162180031.84792334,349176223.58989334,542086880.0780839,584564871.5820857,470533219.28807336
31505031305.0,30097788999.0,36919120343.0,39413813346.0,42844807464.0
2049625237.451611,1260828230.8404324,2079713774.0497336,2197442329.2217293,2303802952.2638445
584219580.0,375126464.0,407314117.0,490585161.0,519315600.0
99787997.38095236,100217873.95454544,103448215.91304348,106655074.04166669,166061805.1628874
957807958.8009605,1233569653.5986981,1349738737.2453158,1263297532.432693,213099008.07694817
1059043331.0,1234743559.0,1208384369.0,1378777980.0,1464689817.0
1111580808.0,1054939908.0,1298283018.6363635,1467992264.3043478,1465456790.5
983556998.2406781,1557096466.0,2266771815.1593704,3178271639.6785803,3399579312.4956703
998122240.0,1022522634.0952381,1059761396.8636364,1104559028.4347825,1234084924.2083333
2781797926.949439,2459664905.153412,3052624163.609591,3643749189.4531703,3088968713.3337603
3726748026.307746,3516946253.80712,3699547955.124971,3962166165.6786427,4348530745.993038
1152967891.2970958,919498075.57617,1356816631.3181818,1081046901.0,993855249.0
35027827160.2,31276547273.285713,34914189689.5,38547171403.78261,39730960520.583336
562059788.1670932,476029556.0,553849311.3285569,847507667.5652174,559386655.1349409
332777788.15,274881127.0,324887751.83148503,393830862.8695652,422291071.6666667
11521331136.45,10921171380.666666,11346651609.681818,12457667372.086956,12709002480.291666
510451096.0,460513009.0,599295303.0,641720020.0,582145604.7895415
493478183.95,446636263.95238096,399805141.59090906,351777239.0,812838044.8333334
1646449434.1639016,1790415057.947296,1838548936.0403867,2184020954.3913045,2346508935.7083335
711047820.9444331,451978711.0,649156545.0,771256384.0,566155505.0
3609420775.0,3357336585.0,3566585856.0,3977998817.0,4248454934.0
5876274143.0,6241691701.0,6211582973.0,7303908870.0,6731041801.0
289642710.4,295962734.23809516,385778874.40909094,375303148.1304348,361595391.0833333
874679043.0,825543601.0,898159556.0,991454906.0,927441412.0
2189516040.25,2063848440.7142854,2412397198.0454545,2906958960.2173915,3015927893.0833335
1094965587.15,1149109520.0,1408769411.5454545,1786345384.9565217,1844807996.375
17044193.0,37184778.0,61593771.14568864,63876763.02625542,35062980.93157181
716685748.0,709720852.0,722544245.0,871653522.0869565,827733825.6247921
4243194200.784312,4243513511.057174,4519031504.5356865,4900183891.32841,5133368872.695871
8336037474.0,8532774836.0,9885319202.0,9553256610.0,9114772531.0
5506284415.033119,5123396365.360409,5066388734.081386,5587554182.520149,5919152903.585589
21700395965.3,21436793248.571426,22675165525.909092,23772710414.782608,23354601967.75
1316116233.0,1101646344.0,1126604666.0,1213322984.0,1308173176.0
628816446.890117,845988107.463243,859698661.0,525290304.83217186,373471186.3214668
3243089045.4,3440344779.428571,3894958107.8905497,4471360280.608696,4527092723.5
1446774789.4226716,1357735972.1891813,1559371163.0488672,1359843171.839114,1167052394.6794045
